Format,1.0B,
Memory Length,10000,
IntpDistance,0,
Trigger Address,4999,
Trigger Level,5.200E+00,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,2.000E-01,
Vertical Position,-2.856E+00,
Horizontal Units,S,
Horizontal Scale,1.000E-05,
Horizontal Position,0.000E+00,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,1.000E-08,
Horizontal Old Scale,1.000E-05,
Horizontal Old Position,0.000E+00,
Firmware,V1.29,
Mode,Detail,
Waveform Data,
-3.269999e-06,3.26e+00,
-3.259999e-06,3.26e+00,
-3.249999e-06,3.26e+00,
-3.239999e-06,3.26e+00,
-3.229999e-06,3.26e+00,
-3.219999e-06,3.26e+00,
-3.209999e-06,3.26e+00,
-3.199999e-06,3.26e+00,
-3.189999e-06,3.26e+00,
-3.179999e-06,3.26e+00,
-3.169999e-06,3.26e+00,
-3.159999e-06,3.26e+00,
-3.149999e-06,3.26e+00,
-3.139999e-06,3.26e+00,
-3.129999e-06,3.26e+00,
-3.119999e-06,3.26e+00,
-3.109999e-06,3.26e+00,
-3.099999e-06,3.26e+00,
-3.089999e-06,3.26e+00,
-3.079999e-06,3.26e+00,
-3.069999e-06,3.26e+00,
-3.059999e-06,3.26e+00,
-3.049999e-06,3.26e+00,
-3.039999e-06,3.26e+00,
-3.029999e-06,3.26e+00,
-3.019999e-06,3.26e+00,
-3.009999e-06,3.26e+00,
-2.999999e-06,3.26e+00,
-2.989999e-06,3.26e+00,
-2.979999e-06,3.26e+00,
-2.969999e-06,3.26e+00,
-2.959999e-06,3.26e+00,
-2.949999e-06,3.26e+00,
-2.939999e-06,3.26e+00,
-2.929999e-06,3.26e+00,
-2.919999e-06,3.26e+00,
-2.909999e-06,3.26e+00,
-2.899999e-06,3.26e+00,
-2.889999e-06,3.26e+00,
-2.879999e-06,3.26e+00,
-2.869999e-06,3.26e+00,
-2.859999e-06,3.26e+00,
-2.849999e-06,3.26e+00,
-2.839999e-06,3.26e+00,
-2.829999e-06,3.26e+00,
-2.819999e-06,3.26e+00,
-2.809999e-06,3.26e+00,
-2.799999e-06,3.26e+00,
-2.789999e-06,3.26e+00,
-2.779999e-06,3.26e+00,
-2.769999e-06,3.26e+00,
-2.759999e-06,3.26e+00,
-2.749999e-06,3.26e+00,
-2.739999e-06,3.26e+00,
-2.729999e-06,3.26e+00,
-2.719999e-06,3.26e+00,
-2.709999e-06,3.26e+00,
-2.699999e-06,3.26e+00,
-2.689999e-06,3.26e+00,
-2.679999e-06,3.26e+00,
-2.669999e-06,3.26e+00,
-2.659999e-06,3.26e+00,
-2.649999e-06,3.26e+00,
-2.639999e-06,3.26e+00,
-2.629999e-06,3.26e+00,
-2.619999e-06,3.26e+00,
-2.609999e-06,3.26e+00,
-2.599999e-06,3.26e+00,
-2.589999e-06,3.26e+00,
-2.579999e-06,3.26e+00,
-2.569999e-06,3.26e+00,
-2.559999e-06,3.26e+00,
-2.549999e-06,3.26e+00,
-2.539999e-06,3.26e+00,
-2.529999e-06,3.26e+00,
-2.519999e-06,3.26e+00,
-2.509999e-06,3.26e+00,
-2.499999e-06,3.26e+00,
-2.489999e-06,3.26e+00,
-2.479999e-06,3.26e+00,
-2.469999e-06,3.26e+00,
-2.459999e-06,3.26e+00,
-2.449999e-06,3.26e+00,
-2.439999e-06,3.26e+00,
-2.429999e-06,3.26e+00,
-2.419999e-06,3.26e+00,
-2.409999e-06,3.26e+00,
-2.399999e-06,3.26e+00,
-2.389999e-06,3.26e+00,
-2.379999e-06,3.26e+00,
-2.369999e-06,3.26e+00,
-2.359999e-06,3.26e+00,
-2.349999e-06,3.26e+00,
-2.339999e-06,3.26e+00,
-2.329999e-06,3.26e+00,
-2.319999e-06,3.26e+00,
-2.309999e-06,3.26e+00,
-2.299999e-06,3.26e+00,
-2.289999e-06,3.26e+00,
-2.279999e-06,3.26e+00,
-2.269999e-06,3.26e+00,
-2.259999e-06,3.26e+00,
-2.249999e-06,3.26e+00,
-2.239999e-06,3.26e+00,
-2.229999e-06,3.26e+00,
-2.219999e-06,3.26e+00,
-2.209999e-06,3.26e+00,
-2.199999e-06,3.26e+00,
-2.189999e-06,3.26e+00,
-2.179999e-06,3.26e+00,
-2.169999e-06,3.26e+00,
-2.159999e-06,3.26e+00,
-2.149999e-06,3.26e+00,
-2.139999e-06,3.26e+00,
-2.129999e-06,3.26e+00,
-2.119999e-06,3.26e+00,
-2.109999e-06,3.26e+00,
-2.099999e-06,3.26e+00,
-2.089999e-06,3.26e+00,
-2.079999e-06,3.26e+00,
-2.069999e-06,3.26e+00,
-2.059999e-06,3.26e+00,
-2.049999e-06,3.26e+00,
-2.039999e-06,3.26e+00,
-2.029999e-06,3.26e+00,
-2.019999e-06,3.26e+00,
-2.009999e-06,3.26e+00,
-1.999999e-06,3.26e+00,
-1.989999e-06,3.26e+00,
-1.979999e-06,3.26e+00,
-1.969999e-06,3.26e+00,
-1.959999e-06,3.26e+00,
-1.949999e-06,3.26e+00,
-1.939999e-06,3.26e+00,
-1.929999e-06,3.26e+00,
-1.919999e-06,3.26e+00,
-1.909999e-06,3.26e+00,
-1.899999e-06,3.26e+00,
-1.889999e-06,3.26e+00,
-1.879999e-06,3.26e+00,
-1.869999e-06,3.26e+00,
-1.859999e-06,3.26e+00,
-1.849999e-06,3.26e+00,
-1.839999e-06,3.26e+00,
-1.829999e-06,3.26e+00,
-1.819999e-06,3.26e+00,
-1.809999e-06,3.26e+00,
-1.799999e-06,3.26e+00,
-1.789999e-06,3.26e+00,
-1.779999e-06,3.26e+00,
-1.769999e-06,3.26e+00,
-1.759999e-06,3.26e+00,
-1.749999e-06,3.26e+00,
-1.739999e-06,3.26e+00,
-1.729999e-06,3.26e+00,
-1.719999e-06,3.26e+00,
-1.709999e-06,3.26e+00,
-1.699999e-06,3.26e+00,
-1.689999e-06,3.26e+00,
-1.679999e-06,3.26e+00,
-1.669999e-06,3.26e+00,
-1.659999e-06,3.26e+00,
-1.649999e-06,3.26e+00,
-1.639999e-06,3.26e+00,
-1.629999e-06,3.26e+00,
-1.619999e-06,3.26e+00,
-1.609999e-06,3.26e+00,
-1.599999e-06,3.26e+00,
-1.589999e-06,3.26e+00,
-1.579999e-06,3.26e+00,
-1.569999e-06,3.26e+00,
-1.559999e-06,3.26e+00,
-1.549999e-06,3.26e+00,
-1.539999e-06,3.26e+00,
-1.529999e-06,3.26e+00,
-1.519999e-06,3.26e+00,
-1.509999e-06,3.26e+00,
-1.499999e-06,3.26e+00,
-1.489999e-06,3.26e+00,
-1.479999e-06,3.26e+00,
-1.469999e-06,3.26e+00,
-1.459999e-06,3.26e+00,
-1.449999e-06,3.26e+00,
-1.439999e-06,3.26e+00,
-1.429999e-06,3.26e+00,
-1.419999e-06,3.26e+00,
-1.409999e-06,3.26e+00,
-1.399999e-06,3.26e+00,
-1.389999e-06,3.26e+00,
-1.379999e-06,3.26e+00,
-1.369999e-06,3.26e+00,
-1.359999e-06,3.26e+00,
-1.349999e-06,3.26e+00,
-1.339999e-06,3.26e+00,
-1.329999e-06,3.26e+00,
-1.319999e-06,3.26e+00,
-1.309999e-06,3.26e+00,
-1.299999e-06,3.26e+00,
-1.289999e-06,3.26e+00,
-1.279999e-06,3.26e+00,
-1.269999e-06,3.26e+00,
-1.259999e-06,3.26e+00,
-1.249999e-06,3.26e+00,
-1.239999e-06,3.26e+00,
-1.229999e-06,3.26e+00,
-1.219999e-06,3.26e+00,
-1.209999e-06,3.26e+00,
-1.199999e-06,3.26e+00,
-1.189999e-06,3.26e+00,
-1.179999e-06,3.26e+00,
-1.169999e-06,3.26e+00,
-1.159999e-06,3.26e+00,
-1.149999e-06,3.26e+00,
-1.139999e-06,3.26e+00,
-1.129999e-06,3.26e+00,
-1.119999e-06,3.26e+00,
-1.109999e-06,3.26e+00,
-1.099999e-06,3.26e+00,
-1.089999e-06,3.26e+00,
-1.079999e-06,3.26e+00,
-1.069999e-06,3.26e+00,
-1.059999e-06,3.26e+00,
-1.049999e-06,3.26e+00,
-1.039999e-06,3.26e+00,
-1.029999e-06,3.26e+00,
-1.019999e-06,3.26e+00,
-1.009999e-06,3.26e+00,
-9.999990e-07,3.26e+00,
-9.899990e-07,3.26e+00,
-9.799990e-07,3.26e+00,
-9.699990e-07,3.26e+00,
-9.599990e-07,3.26e+00,
-9.499990e-07,3.26e+00,
-9.399990e-07,3.26e+00,
-9.299990e-07,3.26e+00,
-9.199990e-07,3.26e+00,
-9.099990e-07,3.26e+00,
-8.999990e-07,3.26e+00,
-8.899990e-07,3.26e+00,
-8.799990e-07,3.26e+00,
-8.699990e-07,3.26e+00,
-8.599990e-07,3.26e+00,
-8.499990e-07,3.26e+00,
-8.399990e-07,3.26e+00,
-8.299990e-07,3.26e+00,
-8.199990e-07,3.26e+00,
-8.099990e-07,3.26e+00,
-7.999990e-07,3.26e+00,
-7.899990e-07,3.26e+00,
-7.799990e-07,3.26e+00,
-7.699990e-07,3.26e+00,
-7.599990e-07,3.26e+00,
-7.499990e-07,3.26e+00,
-7.399990e-07,3.26e+00,
-7.299990e-07,3.26e+00,
-7.199990e-07,3.26e+00,
-7.099990e-07,3.26e+00,
-6.999990e-07,3.26e+00,
-6.899990e-07,3.26e+00,
-6.799990e-07,3.26e+00,
-6.699990e-07,3.26e+00,
-6.599990e-07,3.26e+00,
-6.499990e-07,3.26e+00,
-6.399990e-07,3.26e+00,
-6.299990e-07,3.26e+00,
-6.199990e-07,3.26e+00,
-6.099990e-07,3.26e+00,
-5.999990e-07,3.26e+00,
-5.899990e-07,3.26e+00,
-5.799990e-07,3.26e+00,
-5.699990e-07,3.26e+00,
-5.599990e-07,3.26e+00,
-5.499990e-07,3.26e+00,
-5.399990e-07,3.26e+00,
-5.299990e-07,3.26e+00,
-5.199990e-07,3.26e+00,
-5.099990e-07,3.26e+00,
-4.999990e-07,3.26e+00,
-4.899990e-07,3.26e+00,
-4.799990e-07,3.26e+00,
-4.699990e-07,3.26e+00,
-4.599990e-07,3.26e+00,
-4.499990e-07,3.26e+00,
-4.399990e-07,3.26e+00,
-4.299990e-07,3.26e+00,
-4.199990e-07,3.26e+00,
-4.099990e-07,3.26e+00,
-3.999990e-07,3.26e+00,
-3.899990e-07,3.26e+00,
-3.799990e-07,3.26e+00,
-3.699990e-07,3.26e+00,
-3.599990e-07,3.26e+00,
-3.499990e-07,3.26e+00,
-3.399990e-07,3.26e+00,
-3.299990e-07,3.26e+00,
-3.199990e-07,3.26e+00,
-3.099990e-07,3.26e+00,
-2.999990e-07,3.26e+00,
-2.899990e-07,3.26e+00,
-2.799990e-07,3.26e+00,
-2.699990e-07,3.26e+00,
-2.599990e-07,3.26e+00,
-2.499990e-07,3.26e+00,
-2.399990e-07,3.26e+00,
-2.299990e-07,3.26e+00,
-2.199990e-07,3.26e+00,
-2.099990e-07,3.26e+00,
-1.999990e-07,3.26e+00,
-1.899990e-07,3.26e+00,
-1.799990e-07,3.26e+00,
-1.699990e-07,3.26e+00,
-1.599990e-07,3.26e+00,
-1.499990e-07,3.26e+00,
-1.399990e-07,3.26e+00,
-1.299990e-07,3.26e+00,
-1.199990e-07,3.26e+00,
-1.099990e-07,3.26e+00,
-9.999904e-08,3.26e+00,
-8.999904e-08,3.26e+00,
-7.999904e-08,3.26e+00,
-6.999904e-08,3.26e+00,
-5.999904e-08,3.26e+00,
-4.999904e-08,3.26e+00,
-3.999904e-08,3.26e+00,
-2.999904e-08,3.26e+00,
-1.999904e-08,3.26e+00,
-9.999041e-09,3.26e+00,
9.592327e-13,3.26e+00,
1.000096e-08,3.26e+00,
2.000096e-08,3.26e+00,
3.000096e-08,3.26e+00,
4.000096e-08,3.26e+00,
5.000096e-08,3.26e+00,
6.000096e-08,3.26e+00,
7.000096e-08,3.26e+00,
8.000096e-08,3.26e+00,
9.000096e-08,3.26e+00,
1.000010e-07,3.26e+00,
1.100010e-07,3.26e+00,
1.200010e-07,3.26e+00,
1.300010e-07,3.26e+00,
1.400010e-07,3.26e+00,
1.500010e-07,3.26e+00,
1.600010e-07,3.26e+00,
1.700010e-07,3.26e+00,
1.800010e-07,3.26e+00,
1.900010e-07,3.26e+00,
2.000010e-07,3.26e+00,
2.100010e-07,3.26e+00,
2.200010e-07,3.26e+00,
2.300010e-07,3.26e+00,
2.400010e-07,3.26e+00,
2.500010e-07,3.26e+00,
2.600010e-07,3.26e+00,
2.700010e-07,3.26e+00,
2.800010e-07,3.26e+00,
2.900010e-07,3.26e+00,
3.000010e-07,3.26e+00,
3.100010e-07,3.26e+00,
3.200010e-07,3.26e+00,
3.300010e-07,3.26e+00,
3.400010e-07,3.26e+00,
3.500010e-07,3.26e+00,
3.600010e-07,3.26e+00,
3.700010e-07,3.26e+00,
3.800010e-07,3.26e+00,
3.900010e-07,3.26e+00,
4.000010e-07,3.26e+00,
4.100010e-07,3.26e+00,
4.200010e-07,3.26e+00,
4.300010e-07,3.26e+00,
4.400010e-07,3.26e+00,
4.500010e-07,3.26e+00,
4.600010e-07,3.26e+00,
4.700010e-07,3.26e+00,
4.800010e-07,3.26e+00,
4.900010e-07,3.26e+00,
5.000010e-07,3.26e+00,
5.100010e-07,3.26e+00,
5.200010e-07,3.26e+00,
5.300010e-07,3.26e+00,
5.400010e-07,3.26e+00,
5.500010e-07,3.26e+00,
5.600010e-07,3.26e+00,
5.700010e-07,3.26e+00,
5.800010e-07,3.26e+00,
5.900010e-07,3.26e+00,
6.000010e-07,3.26e+00,
6.100010e-07,3.26e+00,
6.200010e-07,3.26e+00,
6.300010e-07,3.26e+00,
6.400010e-07,3.26e+00,
6.500010e-07,3.26e+00,
6.600010e-07,3.26e+00,
6.700010e-07,3.26e+00,
6.800010e-07,3.26e+00,
6.900010e-07,3.26e+00,
7.000010e-07,3.26e+00,
7.100010e-07,3.26e+00,
7.200010e-07,3.26e+00,
7.300010e-07,3.26e+00,
7.400010e-07,3.26e+00,
7.500010e-07,3.26e+00,
7.600010e-07,3.26e+00,
7.700010e-07,3.26e+00,
7.800010e-07,3.26e+00,
7.900010e-07,3.26e+00,
8.000010e-07,3.26e+00,
8.100010e-07,3.26e+00,
8.200010e-07,3.26e+00,
8.300010e-07,3.26e+00,
8.400010e-07,3.26e+00,
8.500010e-07,3.26e+00,
8.600010e-07,3.26e+00,
8.700010e-07,3.26e+00,
8.800010e-07,3.26e+00,
8.900010e-07,3.26e+00,
9.000010e-07,3.26e+00,
9.100010e-07,3.26e+00,
9.200010e-07,3.26e+00,
9.300010e-07,3.26e+00,
9.400010e-07,3.26e+00,
9.500010e-07,3.26e+00,
9.600010e-07,3.26e+00,
9.700010e-07,3.26e+00,
9.800010e-07,3.26e+00,
9.900010e-07,3.26e+00,
1.000001e-06,3.26e+00,
1.010001e-06,3.26e+00,
1.020001e-06,3.26e+00,
1.030001e-06,3.26e+00,
1.040001e-06,3.26e+00,
1.050001e-06,3.26e+00,
1.060001e-06,3.26e+00,
1.070001e-06,3.26e+00,
1.080001e-06,3.26e+00,
1.090001e-06,3.26e+00,
1.100001e-06,3.26e+00,
1.110001e-06,3.26e+00,
1.120001e-06,3.26e+00,
1.130001e-06,3.26e+00,
1.140001e-06,3.26e+00,
1.150001e-06,3.26e+00,
1.160001e-06,3.26e+00,
1.170001e-06,3.26e+00,
1.180001e-06,3.26e+00,
1.190001e-06,3.26e+00,
1.200001e-06,3.26e+00,
1.210001e-06,3.26e+00,
1.220001e-06,3.26e+00,
1.230001e-06,3.26e+00,
1.240001e-06,3.26e+00,
1.250001e-06,3.26e+00,
1.260001e-06,3.26e+00,
1.270001e-06,3.26e+00,
1.280001e-06,3.26e+00,
1.290001e-06,3.26e+00,
1.300001e-06,3.26e+00,
1.310001e-06,3.26e+00,
1.320001e-06,3.26e+00,
1.330001e-06,3.26e+00,
1.340001e-06,3.26e+00,
1.350001e-06,3.26e+00,
1.360001e-06,3.26e+00,
1.370001e-06,3.26e+00,
1.380001e-06,3.26e+00,
1.390001e-06,3.26e+00,
1.400001e-06,3.26e+00,
1.410001e-06,3.26e+00,
1.420001e-06,3.26e+00,
1.430001e-06,3.26e+00,
1.440001e-06,3.26e+00,
1.450001e-06,3.26e+00,
1.460001e-06,3.26e+00,
1.470001e-06,3.26e+00,
1.480001e-06,3.26e+00,
1.490001e-06,3.26e+00,
1.500001e-06,3.26e+00,
1.510001e-06,3.26e+00,
1.520001e-06,3.26e+00,
1.530001e-06,3.26e+00,
1.540001e-06,3.26e+00,
1.550001e-06,3.26e+00,
1.560001e-06,3.26e+00,
1.570001e-06,3.26e+00,
1.580001e-06,3.26e+00,
1.590001e-06,3.26e+00,
1.600001e-06,3.26e+00,
1.610001e-06,3.26e+00,
1.620001e-06,3.26e+00,
1.630001e-06,3.26e+00,
1.640001e-06,3.26e+00,
1.650001e-06,3.26e+00,
1.660001e-06,3.26e+00,
1.670001e-06,3.26e+00,
1.680001e-06,3.26e+00,
1.690001e-06,3.26e+00,
1.700001e-06,3.26e+00,
1.710001e-06,3.26e+00,
1.720001e-06,3.26e+00,
1.730001e-06,3.26e+00,
1.740001e-06,3.26e+00,
1.750001e-06,3.26e+00,
1.760001e-06,3.26e+00,
1.770001e-06,3.26e+00,
1.780001e-06,3.26e+00,
1.790001e-06,3.26e+00,
1.800001e-06,3.26e+00,
1.810001e-06,3.26e+00,
1.820001e-06,3.26e+00,
1.830001e-06,3.26e+00,
1.840001e-06,3.26e+00,
1.850001e-06,3.26e+00,
1.860001e-06,3.26e+00,
1.870001e-06,3.26e+00,
1.880001e-06,3.26e+00,
1.890001e-06,3.26e+00,
1.900001e-06,3.26e+00,
1.910001e-06,3.26e+00,
1.920001e-06,3.26e+00,
1.930001e-06,3.26e+00,
1.940001e-06,3.26e+00,
1.950001e-06,3.26e+00,
1.960001e-06,3.26e+00,
1.970001e-06,3.26e+00,
1.980001e-06,3.26e+00,
1.990001e-06,3.26e+00,
2.000001e-06,3.26e+00,
2.010001e-06,3.26e+00,
2.020001e-06,3.26e+00,
2.030001e-06,3.26e+00,
2.040001e-06,3.26e+00,
2.050001e-06,3.26e+00,
2.060001e-06,3.26e+00,
2.070001e-06,3.26e+00,
2.080001e-06,3.26e+00,
2.090001e-06,3.26e+00,
2.100001e-06,3.26e+00,
2.110001e-06,3.26e+00,
2.120001e-06,3.26e+00,
2.130001e-06,3.26e+00,
2.140001e-06,3.26e+00,
2.150001e-06,3.26e+00,
2.160001e-06,3.26e+00,
2.170001e-06,3.26e+00,
2.180001e-06,3.26e+00,
2.190001e-06,3.26e+00,
2.200001e-06,3.26e+00,
2.210001e-06,3.26e+00,
2.220001e-06,3.26e+00,
2.230001e-06,3.26e+00,
2.240001e-06,3.26e+00,
2.250001e-06,3.26e+00,
2.260001e-06,3.26e+00,
2.270001e-06,3.26e+00,
2.280001e-06,3.26e+00,
2.290001e-06,3.26e+00,
2.300001e-06,3.26e+00,
2.310001e-06,3.26e+00,
2.320001e-06,3.26e+00,
2.330001e-06,3.26e+00,
2.340001e-06,3.26e+00,
2.350001e-06,3.26e+00,
2.360001e-06,3.26e+00,
2.370001e-06,3.26e+00,
2.380001e-06,3.26e+00,
2.390001e-06,3.26e+00,
2.400001e-06,3.26e+00,
2.410001e-06,3.26e+00,
2.420001e-06,3.26e+00,
2.430001e-06,3.26e+00,
2.440001e-06,3.26e+00,
2.450001e-06,3.26e+00,
2.460001e-06,3.26e+00,
2.470001e-06,3.26e+00,
2.480001e-06,3.26e+00,
2.490001e-06,3.26e+00,
2.500001e-06,3.26e+00,
2.510001e-06,3.26e+00,
2.520001e-06,3.26e+00,
2.530001e-06,3.26e+00,
2.540001e-06,3.26e+00,
2.550001e-06,3.26e+00,
2.560001e-06,3.26e+00,
2.570001e-06,3.26e+00,
2.580001e-06,3.26e+00,
2.590001e-06,3.26e+00,
2.600001e-06,3.26e+00,
2.610001e-06,3.26e+00,
2.620001e-06,3.26e+00,
2.630001e-06,3.26e+00,
2.640001e-06,3.26e+00,
2.650001e-06,3.26e+00,
2.660001e-06,3.26e+00,
2.670001e-06,3.26e+00,
2.680001e-06,3.26e+00,
2.690001e-06,3.26e+00,
2.700001e-06,3.26e+00,
2.710001e-06,3.26e+00,
2.720001e-06,3.26e+00,
2.730001e-06,3.26e+00,
2.740001e-06,3.26e+00,
2.750001e-06,3.26e+00,
2.760001e-06,3.26e+00,
2.770001e-06,3.26e+00,
2.780001e-06,3.26e+00,
2.790001e-06,3.26e+00,
2.800001e-06,3.26e+00,
2.810001e-06,3.26e+00,
2.820001e-06,3.26e+00,
2.830001e-06,3.26e+00,
2.840001e-06,3.26e+00,
2.850001e-06,3.26e+00,
2.860001e-06,3.26e+00,
2.870001e-06,3.26e+00,
2.880001e-06,3.26e+00,
2.890001e-06,3.26e+00,
2.900001e-06,3.26e+00,
2.910001e-06,3.26e+00,
2.920001e-06,3.26e+00,
2.930001e-06,3.26e+00,
2.940001e-06,3.26e+00,
2.950001e-06,3.26e+00,
2.960001e-06,3.26e+00,
2.970001e-06,3.26e+00,
2.980001e-06,3.26e+00,
2.990001e-06,3.26e+00,
3.000001e-06,3.26e+00,
3.010001e-06,3.26e+00,
3.020001e-06,3.26e+00,
3.030001e-06,3.26e+00,
3.040001e-06,3.26e+00,
3.050001e-06,3.26e+00,
3.060001e-06,3.26e+00,
3.070001e-06,3.26e+00,
3.080001e-06,3.26e+00,
3.090001e-06,3.26e+00,
3.100001e-06,3.26e+00,
3.110001e-06,3.26e+00,
3.120001e-06,3.26e+00,
3.130001e-06,3.26e+00,
3.140001e-06,3.26e+00,
3.150001e-06,3.26e+00,
3.160001e-06,3.26e+00,
3.170001e-06,3.26e+00,
3.180001e-06,3.26e+00,
3.190001e-06,3.26e+00,
3.200001e-06,3.26e+00,
3.210001e-06,3.26e+00,
3.220001e-06,3.26e+00,
3.230001e-06,3.26e+00,
3.240001e-06,3.26e+00,
3.250001e-06,3.26e+00,
3.260001e-06,3.26e+00,
3.270001e-06,3.26e+00,
3.280001e-06,3.26e+00,
3.290001e-06,3.26e+00,
3.300001e-06,3.26e+00,
3.310001e-06,3.26e+00,
3.320001e-06,3.26e+00,
3.330001e-06,3.26e+00,
3.340001e-06,3.26e+00,
3.350001e-06,3.26e+00,
3.360001e-06,3.26e+00,
3.370001e-06,3.26e+00,
3.380001e-06,3.26e+00,
3.390001e-06,3.26e+00,
3.400001e-06,3.26e+00,
3.410001e-06,3.26e+00,
3.420001e-06,3.26e+00,
3.430001e-06,3.26e+00,
3.440001e-06,3.26e+00,
3.450001e-06,3.26e+00,
3.460001e-06,3.26e+00,
3.470001e-06,3.26e+00,
3.480001e-06,3.26e+00,
3.490001e-06,3.26e+00,
3.500001e-06,3.26e+00,
3.510001e-06,3.26e+00,
3.520001e-06,3.26e+00,
3.530001e-06,3.26e+00,
3.540001e-06,3.26e+00,
3.550001e-06,3.26e+00,
3.560001e-06,3.26e+00,
3.570001e-06,3.26e+00,
3.580001e-06,3.26e+00,
3.590001e-06,3.26e+00,
3.600001e-06,3.26e+00,
3.610001e-06,3.26e+00,
3.620001e-06,3.26e+00,
3.630001e-06,3.26e+00,
3.640001e-06,3.26e+00,
3.650001e-06,3.26e+00,
3.660001e-06,3.26e+00,
3.670001e-06,3.26e+00,
3.680001e-06,3.26e+00,
3.690001e-06,3.26e+00,
3.700001e-06,3.26e+00,
3.710001e-06,3.26e+00,
3.720001e-06,3.26e+00,
3.730001e-06,3.26e+00,
3.740001e-06,3.26e+00,
3.750001e-06,3.26e+00,
3.760001e-06,3.26e+00,
3.770001e-06,3.26e+00,
3.780001e-06,3.26e+00,
3.790001e-06,3.26e+00,
3.800001e-06,3.26e+00,
3.810001e-06,3.26e+00,
3.820001e-06,3.26e+00,
3.830001e-06,3.26e+00,
3.840001e-06,3.26e+00,
3.850001e-06,3.26e+00,
3.860001e-06,3.26e+00,
3.870001e-06,3.26e+00,
3.880001e-06,3.26e+00,
3.890001e-06,3.26e+00,
3.900001e-06,3.26e+00,
3.910001e-06,3.26e+00,
3.920001e-06,3.26e+00,
3.930001e-06,3.26e+00,
3.940001e-06,3.26e+00,
3.950001e-06,3.26e+00,
3.960001e-06,3.26e+00,
3.970001e-06,3.26e+00,
3.980001e-06,3.26e+00,
3.990001e-06,3.26e+00,
4.000001e-06,3.26e+00,
4.010001e-06,3.26e+00,
4.020001e-06,3.26e+00,
4.030001e-06,3.26e+00,
4.040001e-06,3.26e+00,
4.050001e-06,3.26e+00,
4.060001e-06,3.26e+00,
4.070001e-06,3.26e+00,
4.080001e-06,3.26e+00,
4.090001e-06,3.26e+00,
4.100001e-06,3.26e+00,
4.110001e-06,3.26e+00,
4.120001e-06,3.26e+00,
4.130001e-06,3.26e+00,
4.140001e-06,3.26e+00,
4.150001e-06,3.26e+00,
4.160001e-06,3.26e+00,
4.170001e-06,3.26e+00,
4.180001e-06,3.26e+00,
4.190001e-06,3.26e+00,
4.200001e-06,3.26e+00,
4.210001e-06,3.26e+00,
4.220001e-06,3.26e+00,
4.230001e-06,3.26e+00,
4.240001e-06,3.26e+00,
4.250001e-06,3.26e+00,
4.260001e-06,3.26e+00,
4.270001e-06,3.26e+00,
4.280001e-06,3.26e+00,
4.290001e-06,3.26e+00,
4.300001e-06,3.26e+00,
4.310001e-06,3.26e+00,
4.320001e-06,3.26e+00,
4.330001e-06,3.26e+00,
4.340001e-06,3.26e+00,
4.350001e-06,3.26e+00,
4.360001e-06,3.26e+00,
4.370001e-06,3.26e+00,
4.380001e-06,3.26e+00,
4.390001e-06,3.26e+00,
4.400001e-06,3.26e+00,
4.410001e-06,3.26e+00,
4.420001e-06,3.26e+00,
4.430001e-06,3.26e+00,
4.440001e-06,3.26e+00,
4.450001e-06,3.26e+00,
4.460001e-06,3.26e+00,
4.470001e-06,3.26e+00,
4.480001e-06,3.26e+00,
4.490001e-06,3.26e+00,
4.500001e-06,3.26e+00,
4.510001e-06,3.26e+00,
4.520001e-06,3.26e+00,
4.530001e-06,3.26e+00,
4.540001e-06,3.26e+00,
4.550001e-06,3.26e+00,
4.560001e-06,3.26e+00,
4.570001e-06,3.26e+00,
4.580001e-06,3.26e+00,
4.590001e-06,3.26e+00,
4.600001e-06,3.26e+00,
4.610001e-06,3.26e+00,
4.620001e-06,3.26e+00,
4.630001e-06,3.26e+00,
4.640001e-06,3.26e+00,
4.650001e-06,3.26e+00,
4.660001e-06,3.26e+00,
4.670001e-06,3.26e+00,
4.680001e-06,3.26e+00,
4.690001e-06,3.26e+00,
4.700001e-06,3.26e+00,
4.710001e-06,3.26e+00,
4.720001e-06,3.26e+00,
4.730001e-06,3.26e+00,
4.740001e-06,3.26e+00,
4.750001e-06,3.26e+00,
4.760001e-06,3.26e+00,
4.770001e-06,3.26e+00,
4.780001e-06,3.26e+00,
4.790001e-06,3.26e+00,
4.800001e-06,3.26e+00,
4.810001e-06,3.26e+00,
4.820001e-06,3.26e+00,
4.830001e-06,3.26e+00,
4.840001e-06,3.26e+00,
4.850001e-06,3.26e+00,
4.860001e-06,3.26e+00,
4.870001e-06,3.26e+00,
4.880001e-06,3.26e+00,
4.890001e-06,3.26e+00,
4.900001e-06,3.26e+00,
4.910001e-06,3.26e+00,
4.920001e-06,3.26e+00,
4.930001e-06,3.26e+00,
4.940001e-06,3.26e+00,
4.950001e-06,3.26e+00,
4.960001e-06,3.26e+00,
4.970001e-06,3.26e+00,
4.980001e-06,3.26e+00,
4.990001e-06,3.26e+00,
5.000001e-06,3.26e+00,
5.010001e-06,3.26e+00,
5.020001e-06,3.26e+00,
5.030001e-06,3.26e+00,
5.040001e-06,3.26e+00,
5.050001e-06,3.26e+00,
5.060001e-06,3.26e+00,
5.070001e-06,3.26e+00,
